epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,237.892,1.28413,0.79505,1.22568,0.98224,0.95079,0.98895,0.62431,1.23977,0.67241,1.21537,0.00162875,0.00162875,0.00162875
14,254.927,1.27797,0.77136,1.23443,0.94287,0.97937,0.97742,0.66638,1.12009,0.64598,1.14314,0.00159781,0.00159781,0.00159781
15,271.606,1.29101,0.80422,1.22775,0.98699,0.96349,0.99293,0.65903,1.163,0.61507,1.15534,0.00156688,0.00156688,0.00156688
16,289.587,1.2658,0.75455,1.21078,0.97289,0.98254,0.99224,0.66541,1.16951,0.5769,1.15346,0.00153594,0.00153594,0.00153594
17,308.866,1.30437,0.73993,1.22505,0.97638,0.98427,0.99382,0.68263,1.14138,0.56125,1.14041,0.001505,0.001505,0.001505
18,328.262,1.23918,0.72084,1.20615,0.98308,0.98889,0.99291,0.68119,1.10159,0.57686,1.13387,0.00147406,0.00147406,0.00147406
19,348.305,1.24828,0.72734,1.2125,0.9604,0.98095,0.99097,0.6736,1.12544,0.58124,1.13594,0.00144312,0.00144312,0.00144312
20,366.115,1.21685,0.71627,1.18439,0.98424,0.99124,0.99354,0.65808,1.16086,0.57911,1.16259,0.00141219,0.00141219,0.00141219
21,383.899,1.20274,0.69049,1.17604,0.99681,0.99341,0.9949,0.69431,1.08278,0.51969,1.11063,0.00138125,0.00138125,0.00138125
22,399.838,1.19983,0.68426,1.19012,0.99364,0.99192,0.99489,0.68516,1.10348,0.52668,1.1472,0.00135031,0.00135031,0.00135031
23,421.469,1.19708,0.68915,1.18519,0.99001,0.99206,0.99474,0.69972,1.08525,0.53346,1.10789,0.00131938,0.00131938,0.00131938
24,439.539,1.17161,0.66221,1.15245,0.98464,0.99524,0.99291,0.68742,1.11315,0.53556,1.12491,0.00128844,0.00128844,0.00128844
25,463.303,1.17782,0.64284,1.16284,0.98814,0.9873,0.9897,0.69363,1.10155,0.49736,1.10803,0.0012575,0.0012575,0.0012575
26,485.302,1.18115,0.64546,1.1708,0.99091,0.99683,0.99468,0.72346,1.01493,0.48738,1.08487,0.00122656,0.00122656,0.00122656
27,504.452,1.16967,0.62359,1.15442,0.99417,0.99365,0.99497,0.70974,1.07925,0.49377,1.10201,0.00119562,0.00119562,0.00119562
28,528.667,1.15379,0.62221,1.14493,0.99525,0.99673,0.99492,0.72196,1.01265,0.46443,1.086,0.00116469,0.00116469,0.00116469
29,553.165,1.13348,0.61538,1.1461,0.99835,0.99841,0.995,0.73753,0.99284,0.46091,1.07248,0.00113375,0.00113375,0.00113375
30,579.167,1.13997,0.60942,1.14356,0.99524,0.99506,0.99476,0.73931,0.98071,0.46924,1.06393,0.00110281,0.00110281,0.00110281
31,605.098,1.12386,0.60366,1.12959,0.9843,0.99498,0.98929,0.7231,0.98742,0.47935,1.0651,0.00107187,0.00107187,0.00107187
32,634.672,1.1114,0.59699,1.12091,0.99683,0.99887,0.995,0.72336,1.0018,0.45875,1.08619,0.00104094,0.00104094,0.00104094
33,662.491,1.07529,0.57039,1.11498,0.99683,0.99703,0.995,0.73314,0.98398,0.45358,1.07921,0.00101,0.00101,0.00101
34,686.792,1.1058,0.57448,1.13352,0.99683,0.99805,0.995,0.7218,0.99318,0.492,1.0734,0.000979063,0.000979063,0.000979063
35,714.572,1.07168,0.56452,1.11175,0.99682,0.99416,0.995,0.73865,0.97653,0.43535,1.06602,0.000948125,0.000948125,0.000948125
36,741.593,1.05446,0.55562,1.09844,1,0.99965,0.995,0.73228,0.9736,0.42149,1.07775,0.000917188,0.000917188,0.000917188
37,774.562,1.07713,0.5645,1.11805,0.99653,0.99841,0.9949,0.74299,0.94584,0.42616,1.05389,0.00088625,0.00088625,0.00088625
38,803.743,1.05079,0.55616,1.09829,0.99526,0.9996,0.99484,0.74378,0.94677,0.42917,1.05781,0.000855313,0.000855313,0.000855313
39,826.648,1.0359,0.53298,1.08185,0.9941,0.99683,0.99468,0.74357,0.97079,0.43444,1.07108,0.000824375,0.000824375,0.000824375
40,856.283,1.05073,0.53963,1.10406,0.99213,0.99993,0.99456,0.74725,0.92752,0.41732,1.04335,0.000793437,0.000793437,0.000793437
41,880.35,1.03116,0.52504,1.0907,0.99672,1,0.995,0.75515,0.92239,0.41934,1.04062,0.0007625,0.0007625,0.0007625
42,909.3,1.04612,0.54183,1.10753,0.99909,0.99841,0.995,0.76264,0.90082,0.40316,1.03967,0.000731563,0.000731563,0.000731563
43,936.144,1.02377,0.52315,1.08849,0.99804,0.99841,0.995,0.75818,0.91641,0.40695,1.034,0.000700625,0.000700625,0.000700625
44,959.556,1.0347,0.5276,1.08582,0.99997,1,0.995,0.75972,0.92165,0.40696,1.03981,0.000669688,0.000669688,0.000669688
45,987.154,1.008,0.50438,1.07782,0.99814,1,0.9949,0.76945,0.91121,0.39464,1.03348,0.00063875,0.00063875,0.00063875
46,1019.06,1.00066,0.50238,1.07353,0.99819,1,0.995,0.75517,0.89836,0.38916,1.03522,0.000607812,0.000607812,0.000607812
47,1049.41,0.98945,0.50002,1.07624,0.99973,1,0.995,0.77373,0.883,0.38816,1.02723,0.000576875,0.000576875,0.000576875
48,1078.58,1.0047,0.4929,1.07038,0.9999,1,0.995,0.77657,0.87452,0.37871,1.02463,0.000545937,0.000545937,0.000545937
49,1108.63,0.9779,0.48524,1.06773,0.99992,1,0.995,0.77691,0.88175,0.37555,1.015,0.000515,0.000515,0.000515
50,1138.83,0.98329,0.49174,1.08112,0.99968,1,0.995,0.78015,0.87373,0.37608,1.01818,0.000484063,0.000484063,0.000484063
51,1157.01,0.94894,0.47009,1.0405,0.99956,1,0.995,0.77571,0.88662,0.38379,1.0303,0.000453125,0.000453125,0.000453125
52,1172.32,0.9743,0.4822,1.06686,0.99961,1,0.995,0.78667,0.86087,0.36798,1.00426,0.000422187,0.000422187,0.000422187
53,1187.99,0.96315,0.46432,1.04951,0.99898,1,0.995,0.7851,0.87185,0.36983,1.00223,0.00039125,0.00039125,0.00039125
54,1211.02,0.92779,0.45243,1.04477,0.99974,1,0.995,0.79258,0.85122,0.36842,0.99912,0.000360313,0.000360313,0.000360313
55,1242.87,0.93623,0.43906,1.04972,0.99841,1,0.995,0.78467,0.84522,0.36761,1.00225,0.000329375,0.000329375,0.000329375
56,1275.49,0.88366,0.4192,1.03282,0.9996,1,0.995,0.7931,0.84322,0.36903,0.99619,0.000298438,0.000298438,0.000298438
57,1305.35,0.92411,0.43093,1.05204,0.99978,1,0.995,0.79635,0.84661,0.3629,0.99904,0.0002675,0.0002675,0.0002675
58,1332.29,0.89722,0.41009,1.03107,0.99983,1,0.995,0.79746,0.84097,0.36018,1.00164,0.000236562,0.000236562,0.000236562
59,1361.66,0.89377,0.40455,1.03914,0.99985,1,0.995,0.79964,0.83005,0.35898,0.98918,0.000205625,0.000205625,0.000205625
60,1387.61,0.87522,0.40114,1.02025,0.99984,1,0.995,0.80476,0.82266,0.35291,0.98829,0.000174688,0.000174688,0.000174688
61,1415.81,0.88487,0.39895,1.04705,0.99984,1,0.995,0.80435,0.81801,0.35336,0.98757,0.00014375,0.00014375,0.00014375
62,1440.17,0.85538,0.3932,1.02711,0.99987,1,0.995,0.80548,0.82011,0.34858,0.98725,0.000112812,0.000112812,0.000112812
63,1467.25,0.88604,0.40169,1.02392,0.99987,1,0.995,0.80639,0.81059,0.34248,0.98506,8.1875e-05,8.1875e-05,8.1875e-05
64,1489.83,0.8671,0.39501,1.03307,0.99987,1,0.995,0.80795,0.80953,0.33913,0.98455,5.09375e-05,5.09375e-05,5.09375e-05
