epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,86.4714,0.82138,0.78649,1.27874,0.98123,0.96834,0.98997,0.78795,0.72445,0.70033,1.2395,0.000874842,0.000874842,0.000874842
26,89.4551,0.86271,0.74245,1.22567,0.96872,0.95596,0.98057,0.77,0.76128,0.92846,1.27762,0.000841835,0.000841835,0.000841835
27,92.3863,0.8416,0.7491,1.23661,0.95766,0.9773,0.98496,0.73216,0.87207,1.17244,1.37666,0.000808828,0.000808828,0.000808828
28,95.3982,0.82896,0.73244,1.21907,0.97528,0.97422,0.99284,0.77959,0.78148,0.88551,1.2967,0.000775822,0.000775822,0.000775822
29,98.4224,0.81407,0.74274,1.17533,0.96384,0.98717,0.98924,0.80002,0.69542,0.6661,1.20629,0.000742815,0.000742815,0.000742815
30,101.368,0.82897,0.73737,1.23082,0.95175,0.97413,0.97543,0.75145,0.79418,0.76481,1.31594,0.000709809,0.000709809,0.000709809
31,104.438,0.87265,0.82851,1.28012,0.96096,0.96914,0.98558,0.76687,0.78783,0.74405,1.30729,0.000676802,0.000676802,0.000676802
32,108.626,0.839,0.70657,1.23046,0.98136,0.97471,0.99334,0.83641,0.6263,0.55445,1.15951,0.000643795,0.000643795,0.000643795
33,112.64,0.82279,0.70075,1.18955,1,0.96209,0.99292,0.82434,0.63065,0.55907,1.1588,0.000610789,0.000610789,0.000610789
34,115.887,0.79298,0.66868,1.2056,0.98751,0.93827,0.98874,0.77351,0.75756,0.6079,1.32789,0.000577782,0.000577782,0.000577782
35,119.049,0.7539,0.68583,1.16181,0.95715,0.96521,0.98619,0.76524,0.82449,0.61792,1.42021,0.000544776,0.000544776,0.000544776
36,122.024,0.75803,0.66303,1.15989,0.98725,0.97531,0.99022,0.79396,0.71703,0.60043,1.25568,0.000511769,0.000511769,0.000511769
37,125.016,0.75762,0.74245,1.23159,0.9875,0.97501,0.99236,0.81397,0.66132,0.56962,1.19217,0.000478762,0.000478762,0.000478762
38,127.916,0.74826,0.62074,1.16718,0.99369,0.97279,0.99373,0.81447,0.68598,0.5748,1.22871,0.000445756,0.000445756,0.000445756
39,131.012,0.67199,0.60095,1.1269,0.99378,0.9861,0.99469,0.82354,0.6735,0.52236,1.1978,0.000412749,0.000412749,0.000412749
40,134.647,0.72499,0.63392,1.18985,0.9913,0.98765,0.99482,0.83787,0.6137,0.46051,1.13386,0.000379743,0.000379743,0.000379743
41,139.265,0.62409,0.78258,1.10477,0.98764,0.98671,0.99358,0.85533,0.57337,0.50103,1.08244,0.000346736,0.000346736,0.000346736
42,142.349,0.5527,0.70688,1.10542,0.97523,0.97231,0.98558,0.79098,0.68518,0.64161,1.20904,0.000313729,0.000313729,0.000313729
43,145.268,0.6158,0.89779,1.16044,0.98075,0.94336,0.97863,0.78095,0.73607,0.69226,1.27056,0.000280723,0.000280723,0.000280723
44,148.203,0.54705,0.67346,1.11957,0.97899,0.93827,0.9823,0.81132,0.63113,0.60549,1.15994,0.000247716,0.000247716,0.000247716
45,151.14,0.57414,0.62269,1.14419,0.98718,0.95034,0.99177,0.84085,0.57255,0.56624,1.12999,0.00021471,0.00021471,0.00021471
46,154.126,0.55893,0.64764,1.08751,0.98235,0.99383,0.99469,0.86501,0.52006,0.48276,1.06108,0.000181703,0.000181703,0.000181703
47,157.161,0.51124,0.59807,1.04497,0.99355,1,0.995,0.87149,0.498,0.45554,1.02443,0.000148696,0.000148696,0.000148696
48,160.246,0.51881,0.62943,1.11452,1,0.99941,0.995,0.86935,0.5034,0.44834,1.02432,0.00011569,0.00011569,0.00011569
49,163.313,0.52467,0.57961,1.01933,0.99872,1,0.995,0.87131,0.50041,0.43924,1.02122,8.26832e-05,8.26832e-05,8.26832e-05
50,166.242,0.49267,0.57094,1.01573,0.99948,1,0.995,0.87221,0.48904,0.4324,1.01208,4.96766e-05,4.96766e-05,4.96766e-05
